lead_LEADQUALIFYCATION,contact_Код ПВЗ,lead_Вес (грамм)*,lead_Объявленная ценность (руб),lead_будущие покупки,lead_Сумма наложенного платежа (руб),lead_ACTUAL-FORMAT,lead_responsible_user_id,lead_Тариф Доставки,lead_Линейная длина (см),lead_utm_content,lead_Дата создания сделки,contact_LTV,sale_date,lead_LTV,lead_FORMNAME,outcome_unknown,lead_loss_reason_id,lead_Дата получения денег на Р/С
,,,10260.0,не известно,10260.0,,MGR_0009,Посылка склад-склад,30.0,703798483_5657074625_17331454991_type1_tablet_lafoy.ru_none_0_205657074625_Берёзовый,1762203600.0,10260.0,2025-11-04,,artraid-dem,False,,
a,BSK2,,,не известно,,,MGR_0002,Посылка склад-склад,,704239886_5667577424_17362401978_type1_mobile_ru.ok.android_none_0_205667577424_Biysk,1762203600.0,,2025-11-04,,order_bak,False,,
,SOL6,520.0,,не известно,,,MGR_0009,Посылка склад-склад,,702233419_5623438203_17204272679_type1_desktop_ok.ru_none_0_205623438203_Старый Оскол,1762203600.0,,2025-11-04,,artraid-dem,False,,
,TYUM12,2054.0,,матрас,,,MGR_0002,Посылка склад-склад,,703707488_5654792027_17324108123_type1_desktop_yandex.ru_none_0_205654792027_Тюмень,1761858000.0,20412.0,2025-11-04,,order,False,,1763499600.0
,NSK8,708.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1762203600.0,8140.0,2025-11-04,,,False,,
,SVT63,682.0,,не известно,,,MGR_0009,Посылка склад-склад,,702733976_5630174285_17243465139_type1_desktop_vkvideo.ru_none_0_205630174285_Sevastopol,1762203600.0,7816.0,2025-11-04,,order,False,,
,,3250.0,,не известно,,,MGR_0001,Посылка склад-дверь,,Неизвестно,1762203600.0,85364.0,2025-11-04,,,False,,1764104400.0
,MTSHCH87,176.0,,не известно,,,MGR_0002,Посылка склад-склад,,Неизвестно,1762203600.0,9887.0,2025-11-04,,,False,,1763326800.0
a,ZIM4,1334.0,,не известно,,,MGR_0001,Посылка склад-склад,,704114290_5663760702_17352612898_type1_mobile_com.vitastudio.mahjong_none_0_205663760702_Zima,1762203600.0,14670.0,2025-11-04,,order_bak,False,,1764104400.0
,TRC1,678.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1762203600.0,39269.0,2025-11-04,,,False,,1763326800.0
a,VRN6,1798.0,,не известно,,,MGR_0002,Посылка склад-склад,,703707488_5654792027_17324108122_type1_mobile_dzen.ru_none_0_205654792027_Voronezh,1761858000.0,19423.0,2025-11-04,,consult,False,,1763326800.0
a,,,13557.0,не известно,13557.0,,MGR_0009,Посылка склад-склад,43.0,704580881_5674340354_1892048014329465264_type1_mobile_m.newsivanovo.ru_none_0_205674340354_Иваново,1762203600.0,91370.0,2025-11-04,,consult,False,,
,,2156.0,,матрас,,,MGR_0002,Посылка склад-дверь,,,1761426000.0,21782.0,2025-11-04,,,False,,1763326800.0
,GRZ26,440.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1762203600.0,12240.0,2025-11-04,,,False,,
a,,,10625.0,не известно,10625.0,,MGR_0009,Посылка склад-склад,40.0,702239869_5623488122_17204803509_type1_mobile_dzen.ru_none_0_205623488122_Sovetsky,1762203600.0,10625.0,2025-11-04,,order_bak,False,,
,KAR6,2626.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1761858000.0,17950.0,2025-11-05,,,False,,
,NSK100,310.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,8704.0,2025-11-05,,,False,,1764104400.0
a,CHER2,568.0,,не известно,,,MGR_0006,Посылка склад-склад,,702733976_5630174285_17243465139_type1_mobile_ria.ru_none_0_205630174285_Черногорск,1762290000.0,,2025-11-05,,order_bak,False,,
,SPB141,740.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1762203600.0,10795.0,2025-11-05,,,False,,1763326800.0
,,,18630.0,не известно,18630.0,,MGR_0023,Почта Посылка,43.0,,1762290000.0,18630.0,2025-11-05,,,False,,
,NXD2,1026.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762117200.0,29587.0,2025-11-05,,,False,,1764709200.0
a,PNZ88,1352.0,,не известно,,,MGR_0003,Посылка склад-склад,,704413184_5671819820_17375610522_type1_tablet_dzen.ru_none_0_205671819820_Penza,1762290000.0,14390.0,2025-11-05,,consult,False,,1763586000.0
a,TMK2,676.0,,не известно,,,MGR_0023,Посылка склад-склад,,703677877_5654024727_17321475360_type1_mobile_ru.yandex.weatherplugin_none_0_205654024727_Temryuk,1762290000.0,8020.0,2025-11-05,,consult,False,,1763413200.0
,RND68,1624.0,,не известно,,,MGR_0003,Посылка склад-склад,,704582565_5674347789_17386769456_type1_mobile_yandex.ru_none_0_205674347789_Ростов-на-Дону,1762290000.0,20640.0,2025-11-05,,artraid-dem,False,,1764104400.0
,UFA7,654.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762290000.0,8078.0,2025-11-05,,,False,,1763499600.0
,MAY4,78.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762290000.0,14765.0,2025-11-05,,,False,,1763586000.0
,ULN62,194.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1762290000.0,3550.0,2025-11-05,,,False,,
a,LAB1,1352.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762290000.0,14880.0,2025-11-05,,consult,False,,1764018000.0
a,,1274.0,,не известно,,,MGR_0003,Посылка склад-дверь,,704413628_5671822277_17375626685_type1_mobile_dzen.ru_none_0_205671822277_Moscow,1762290000.0,16260.0,2025-11-05,,order_bak,False,,1763672400.0
a,UU37,1692.0,,не известно,,,MGR_0023,Экономичная посылка склад-склад,,704522406_5673488886_1891780925347469104_type1_mobile_mixnews.lv_none_0_205673488886_Улан-Удэ,1762290000.0,,2025-11-05,,order_bak,False,,
,KZN15,652.0,,не известно,,,MGR_0003,Посылка склад-склад,,702417509_5625726544_17220159787_type1_mobile_m.dzen.ru_none_0_205625726544_Казань,1762290000.0,14275.0,2025-11-05,,artraid-dem,False,,1763326800.0
,MSK362,848.0,,не известно,,,MGR_0023,Посылка склад-склад,,703232110_5640371093_17284456132_type1_mobile_m.dzen.ru_none_0_205640371093_Новый Городок,1760216400.0,15680.0,2025-11-05,,order_bak,False,,1763413200.0
a,,,14935.0,не известно,14935.0,,MGR_0006,Посылка склад-склад,43.0,702239869_5623488122_17204803510_type1_desktop_dzen.ru_none_0_205623488122_Звёздный городок,1762290000.0,14935.0,2025-11-05,,order_bak,False,,
a,,,18440.0,не известно,18440.0,,MGR_0023,Почта Посылка,43.0,704114290_5663760702_17352612898_type1_mobile_com.vitastudio.mahjong_none_0_205663760702_Shungenskoye rural settlement,1762290000.0,18440.0,2025-11-05,,order_bak,False,,
a,TAY6,1440.0,,не известно,,,MGR_0023,Посылка склад-склад,,704114290_5663760702_17352612898_type1_mobile_dzen.ru_none_0_205663760702_tayga,1762290000.0,,2025-11-05,,consult,False,,
,SPD73,2036.0,,не известно,,,MGR_0002,Посылка склад-склад,,703917125_5659027803_17337450076_type1_desktop_dzen.ru_none_0_205659027803_Сергиев Посад,1762290000.0,18200.0,2025-11-05,,order_bak,False,,1765746000.0
a,SRT2,1694.0,,не известно,,,MGR_0023,Посылка склад-склад,,703567055_5662697986_17348930892_type1_mobile_prizomir.ru_none_0_205662697986_Сортавала,1762290000.0,,2025-11-05,,consult,False,,
,,648.0,,не известно,,,MGR_0006,Посылка склад-дверь,,702417509_5625726544_17220159787_type1_mobile_cc.coolline.client.pro_none_0_205625726544_Yaroslavl,1762290000.0,,2025-11-05,,artraid-dem,False,,
,BTV6,2630.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762290000.0,22217.0,2025-11-05,,,False,,1763586000.0
,ARM7,676.0,,матрас,,,MGR_0023,Посылка склад-склад,,,,8060.0,2025-11-05,,,False,,1763499600.0
a,SPB199,1718.0,,не известно,,,MGR_0023,Посылка склад-склад,,704522406_5673488886_1891780925347469104_type1_mobile_dzen.ru_none_0_205673488886_Saint Petersburg,1762290000.0,18295.0,2025-11-05,,order_bak,False,,1763413200.0
a,ORN1,660.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,704258743_5668147521_17363919472_type1_desktop_www.yandex.ru_none_0_205668147521_Оренбург,1762203600.0,8140.0,2025-11-05,,consult,False,,1763499600.0
a,,1692.0,,не известно,,,MGR_0023,Посылка склад-дверь,,,1762290000.0,,2025-11-05,,consult,False,,
a,KUG4,1772.0,,не известно,,,MGR_0023,Посылка склад-склад,,703567055_5650683596_17311992474_type1_mobile_m.dzen.ru_none_0_205650683596_Краснодар,1762376400.0,18305.0,2025-11-06,,consult,False,,1764104400.0
a,RZN15,652.0,,не известно,,,MGR_0006,Посылка склад-склад,,704580992_5674340660_1892048643543365202_type1_mobile_yandex.ru_none_0_205674340660_Рязань,1762376400.0,8023.0,2025-11-06,,consult,False,,1764104400.0
,LYT2,1716.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,448732.0,2025-11-06,,,False,,1763672400.0
,ZLN3,1368.0,,не известно,,,MGR_0023,Посылка склад-склад,,702829680_5631593580_17251575491_type1_mobile_yandex.ru_none_0_55445950718_Зеленоград,1762376400.0,15680.0,2025-11-06,,order_bak,False,,1764104400.0
,SPB256,1736.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1762290000.0,19453.0,2025-11-06,,,False,,1764104400.0
,UU13,644.0,,не известно,,,MGR_0023,Экономичная посылка склад-склад,,114317039_5493405514_16504386267_type1_desktop_none_premium_2_53061819782_Иркутск,1762376400.0,8205.0,2025-11-06,,,False,,1764536400.0
,,,16020.0,не известно,16020.0,,MGR_0023,Почта Посылка,43.0,,1762376400.0,16020.0,2025-11-06,,,False,,
,,,5521.0,не известно,5521.0,,MGR_0006,Посылка склад-склад,30.0,703690134_5654354235_17322364163_type1_desktop_ya.ru_none_0_205654354235_Красноярск,1762376400.0,,2025-11-06,,artraid-dem,False,,
,BLSH105,230.0,,жилет,,,MGR_0002,Посылка склад-склад,,114317039_5493405515_16504386273_type1_desktop_none_premium_3_53061819593_Москва,1762376400.0,16065.0,2025-11-06,,,False,,1764104400.0
,MSK233,1340.0,,матрас,,,MGR_0002,Посылка склад-склад,,,1762376400.0,17542.0,2025-11-06,,,False,,1764104400.0
,MSK345,310.0,,жилет,,,MGR_0002,Посылка склад-склад,,,1762376400.0,9960.0,2025-11-06,,,False,,1763672400.0
,BVV2,906.0,,матрас,,,MGR_0002,Посылка склад-склад,,,,52530.0,2025-11-06,,,False,,1764018000.0
a,,,19745.0,не известно,19745.0,,MGR_0006,Посылка склад-склад,43.0,704114290_5663760702_17352612897_type1_mobile_com.miui.cleaner_none_0_205663760702_Khabarovsk,1762376400.0,,2025-11-06,,consult,False,,
,KSD264,1906.0,,не известно,,,MGR_0002,Посылка склад-склад,,702829935_5631600992_17251695980_type1_mobile_none_premium_1_205631600992_Краснодар,1762376400.0,,2025-11-06,,consult,False,,
a,MNG2,650.0,,не известно,,,MGR_0003,Посылка склад-склад,,702733976_5630174285_17243465139_type1_mobile_com.mi.globalbrowser_none_0_205630174285_Monchegorsk,1762376400.0,,2025-11-06,,order_bak,False,,
,SRK29,664.0,,не известно,,,MGR_0002,Посылка склад-склад,,Неизвестно,1762290000.0,24328.0,2025-11-06,,,False,,1763672400.0
,MSK2497,422.0,,не известно,,,MGR_0003,Посылка склад-склад,,,,134590.0,2025-11-06,,,False,,1764104400.0
,YEKB317,1684.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1762376400.0,18345.0,2025-11-06,,,False,,1764104400.0
,IVN13,634.0,,не известно,,,MGR_0002,Посылка склад-склад,,,1762376400.0,9090.0,2025-11-06,,,False,,1764104400.0
,VLG32,350.0,,матрас,,,MGR_0002,Посылка склад-склад,,,1762376400.0,23830.0,2025-11-06,,,False,,
,KAM6,1696.0,,не известно,,,MGR_0023,Посылка склад-склад,,704604215_5674554376_17388715404_type1_desktop_dzen.ru_none_0_205674554376_Moscow,1762376400.0,,2025-11-06,,order,False,,
,BLX1,162.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1762376400.0,5151.0,2025-11-06,,,False,,1764104400.0
,MSK2427,352.0,,не известно,,,MGR_0006,Посылка склад-склад,,,,19969.0,2025-11-06,,,False,,1763586000.0
a,,,10700.0,не известно,10700.0,,MGR_0002,Почта Посылка,40.0,704114290_5663760702_17352612897_type1_mobile_dzen.ru_none_0_205663760702_Magnitogorsk,1762376400.0,,2025-11-06,,order_bak,False,,
,,,5860.0,не известно,5860.0,,MGR_0003,Посылка склад-склад,30.0,,1762376400.0,5860.0,2025-11-06,,,False,,
,ZHLD25,1686.0,,не известно,,,MGR_0023,Посылка склад-склад,,115367108_5632603220_17256366382_type1_mobile_m.bloknot-volgograd.ru_none_0_205632603220_Балашиха,1762376400.0,,2025-11-06,,,False,,
,MSK2522,1358.0,,сапоги,,,MGR_0002,Посылка склад-склад,,703447876_5646478220_17301319097_type1_mobile_ru.zen.android_none_0_92866896_Moscow,1762376400.0,16932.0,2025-11-06,,order_bak,False,,1763672400.0
,LEN4,648.0,,не известно,,,MGR_0003,Посылка склад-склад,,702233419_5623438203_17204272679_type1_mobile_m.dzen.ru_none_0_205623438203_Ленск,1762376400.0,9090.0,2025-11-06,,artraid-dem,False,,1764536400.0
,MSK117,1560.0,,не известно,,,MGR_0003,Посылка склад-склад,,,,44017.0,2025-11-06,,,False,,1764104400.0
,,,11308.0,матрас,11308.0,,MGR_0002,Почта Посылка,23.0,,1762376400.0,28754.0,2025-11-06,,,False,,
,IRK78,648.0,,не известно,,,MGR_0003,Посылка склад-склад,,703447876_5646478224_17301319116_type1_mobile_dzen.ru_none_0_92866900_Иркутск,1762376400.0,8255.0,2025-11-06,,order_bak,False,,
,BZL2,60.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,,1762030800.0,1710.0,2025-11-06,,,False,,1764104400.0
,KZN4,644.0,,матрас,,,MGR_0002,Посылка склад-склад,,Неизвестно,1762376400.0,9110.0,2025-11-06,,,False,,1764104400.0
,,,,не известно,,,MGR_0023,Посылка склад-дверь,,,1762376400.0,,2025-11-06,,,False,,
a,ZVG16,1346.0,,не известно,,,MGR_0023,Посылка склад-склад,,704581516_5674342773_17386732412_type1_tablet_dzen.ru_none_0_205674342773_Никольское сельское поселение,1762376400.0,14192.0,2025-11-06,,consult,False,,1763672400.0
,"ул. березовая , 9",,3435.0,не известно,3435.0,,MGR_0003,Посылка склад-склад,30.0,703266052_5640891163_17287033419_type1_mobile_ru.yandex.weatherplugin_none_0_55585326564_Sargazinskoye rural settlement,1762376400.0,11145.0,2025-11-06,,order_bak,False,,
,TUL25,2924.0,,не известно,,,MGR_0002,Посылка склад-склад,,Неизвестно,1762376400.0,26887.0,2025-11-06,,,False,,1764104400.0
a,,,14192.0,не известно,14192.0,,MGR_0023,Почта Посылка,43.0,704604220_5674554385_17388715427_type1_mobile_m.dzen.ru_none_0_205674554385_Москва,1762376400.0,,2025-11-06,,order_bak,False,,
,TYUM188,574.0,,унив повязка,,,MGR_0002,Посылка склад-склад,,702233419_5623438203_17204272679_type1_mobile_m.dzen.ru_none_0_205623438203_Тюмень,1761166800.0,5520.0,2025-11-06,,artraid-dem,False,,1764104400.0
,VTK3,160.0,,матрас,,,MGR_0002,Посылка склад-склад,,703798702_5657076038_17331460513_type1_desktop_yandex.ru_none_0_205657076038_Воткинск,1762376400.0,,2025-11-06,,artraid-dem,False,,
a,,676.0,,не известно,,,MGR_0002,Посылка склад-дверь,,704114290_5663760701_17352612895_type1_desktop_dzen.ru_none_0_205663760701_Orenburg,1762376400.0,8140.0,2025-11-06,,consult,False,,1764104400.0
,,,8075.0,не известно,8075.0,,MGR_0023,Почта Посылка,40.0,,1762376400.0,8075.0,2025-11-06,,,False,,
,,464.0,,не известно,,,MGR_0003,Посылка склад-дверь,,,,40737.0,2025-11-06,,,False,,1763672400.0
a,,1298.0,,не известно,,,MGR_0006,Посылка склад-дверь,,703677877_5654024727_17321475360_type1_mobile_dsp.yandex.ru_none_0_205654024727_Arkhangelsk,1762376400.0,17868.0,2025-11-06,,consult,False,,1764104400.0
